state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InBedsOccAnyPat__Numbeds_Est,Inpatient_Bed_Capacity,InpatBeds_Occ_COVID_Est,InBedsOccCOVID__Numbeds_Est,ICUBeds_Occ_AnyPat_Est,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,ICU_Bed_total_estimate_Capacity
MI,Michigan,18-Apr-20,12925,49.1,26323.82892,3947,15,2624,63.2,56.4,70,4151.898734
MI,Michigan,19-Apr-20,13091,49,26716.32653,4049,15.1,2674,63.5,57,70,4211.023622
MI,Michigan,20-Apr-20,13515,52.7,25645.16129,4160,16.2,2705,65.8,60.2,71.4,4110.942249
MI,Michigan,21-Apr-20,13979,54.2,25791.51292,4015,15.6,2821,67.3,61.6,73.1,4191.679049
MI,Michigan,22-Apr-20,13710,53.5,25626.16822,3911,15.3,2752,66.2,60.3,72.1,4157.099698
MI,Michigan,23-Apr-20,13613,53.1,25636.53484,3651,14.2,2601,63.1,54.9,71.4,4122.028526
MI,Michigan,24-Apr-20,13725,53.5,25654.20561,3533,13.8,2734,65.9,60.1,71.7,4148.710167
MI,Michigan,25-Apr-20,13516,52.8,25598.48485,3378,13.2,2673,64.9,58.8,71,4118.644068
MI,Michigan,26-Apr-20,13219,51.6,25618.21705,3317,13,2642,63.7,58.2,69.3,4147.566719
MI,Michigan,27-Apr-20,13477,52.7,25573.05503,3294,12.9,2600,63.3,58.2,68.5,4107.424961
MI,Michigan,28-Apr-20,13838,54.6,25344.32234,3324,13.1,2558,64.1,59,69.3,3990.639626
MI,Michigan,29-Apr-20,13910,54.5,25522.93578,3281,12.9,2596,62.6,56.5,68.8,4146.964856
MI,Michigan,30-Apr-20,13788,53.9,25580.70501,3075,12,2566,62.2,56.1,68.3,4125.401929
MI,Michigan,01-May-20,13649,53.6,25464.55224,2900,11.4,2536,63.8,58.3,69.3,3974.92163
MI,Michigan,02-May-20,13254,52.2,25390.8046,2567,10.1,2495,62.5,57.3,67.7,3992
MI,Michigan,03-May-20,13234,51.8,25548.26255,2577,10.1,2476,59.7,53.7,65.7,4147.403685
MI,Michigan,04-May-20,13119,52.5,24988.57143,2461,9.9,2367,61.9,56.8,67,3823.909532
MI,Michigan,05-May-20,13462,54,24929.62963,2351,9.4,2346,62.6,57.2,67.9,3747.603834
MI,Michigan,06-May-20,13412,53.9,24883.11688,2245,9,2258,60.4,55.6,65.2,3738.410596
MI,Michigan,07-May-20,13710,54.7,25063.98537,2117,8.5,2207,61.2,56.3,66.1,3606.20915
MI,Michigan,08-May-20,13438,54.2,24793.35793,2010,8.1,2223,62.9,58.3,67.6,3534.18124
MI,Michigan,09-May-20,13025,51.2,25439.45313,1967,7.7,2176,60.2,53.8,66.6,3614.61794
MI,Michigan,10-May-20,12658,49.8,25417.67068,1932,7.6,2063,58.3,51.9,64.8,3538.593482
MI,Michigan,11-May-20,13308,52.3,25445.50669,1995,7.8,2184,60.8,55.2,66.3,3592.105263
MI,Michigan,12-May-20,13603,53.6,25378.73134,1956,7.7,2241,62.3,56.5,68.1,3597.110754
MI,Michigan,13-May-20,13603,53.5,25426.16822,1861,7.3,2197,61.7,56.1,67.3,3560.777958
MI,Michigan,14-May-20,13911,54.4,25571.69118,1838,7.2,2279,64.8,59.8,69.9,3516.975309
MI,Michigan,15-May-20,13675,53.4,25608.61423,1769,6.9,2190,62.6,57,68.3,3498.402556
MI,Michigan,16-May-20,13408,52.6,25490.4943,1689,6.6,2134,61.3,55.6,66.9,3481.239804
MI,Michigan,17-May-20,12877,50.5,25499.0099,1579,6.2,2086,60.3,54.6,66,3459.369818
MI,Michigan,18-May-20,13440,52.6,25551.3308,1703,6.7,2095,60.1,54.5,65.6,3485.856905
MI,Michigan,19-May-20,14098,55.1,25586.2069,1748,6.8,2026,59.5,54,65,3405.042017
MI,Michigan,20-May-20,14463,56.5,25598.23009,1626,6.4,2135,63.2,58.3,68.1,3378.164557
MI,Michigan,21-May-20,14330,56,25589.28571,1540,6,2191,64.2,58.7,69.7,3412.772586
MI,Michigan,22-May-20,14171,55.4,25579.42238,1499,5.9,2169,63.7,58.5,68.9,3405.023548
MI,Michigan,23-May-20,13516,53.1,25453.86064,1347,5.3,2160,63.3,57.9,68.7,3412.322275
MI,Michigan,24-May-20,12900,50.6,25494.07115,1409,5.5,2111,61.3,56.4,66.2,3443.719413
MI,Michigan,25-May-20,13474,51.8,26011.58301,1385,5.3,2268,62,56.8,67.2,3658.064516
MI,Michigan,26-May-20,13682,52.5,26060.95238,1460,5.6,2250,61.5,55.9,67.1,3658.536585
MI,Michigan,27-May-20,15147,58.1,26070.56799,1404,5.4,2366,64.9,59.6,70.3,3645.608629
MI,Michigan,28-May-20,15323,58.6,26148.46416,1294,4.9,2406,65.6,60.5,70.7,3667.682927
MI,Michigan,29-May-20,15178,59.6,25466.44295,1205,4.7,2182,64.8,59.4,70.2,3367.283951
MI,Michigan,30-May-20,14789,58.6,25237.20137,1041,4.1,2135,63.7,58.7,68.8,3351.648352
MI,Michigan,31-May-20,13897,54.2,25640.2214,1055,4.1,2188,62.4,56.7,68.2,3506.410256
MI,Michigan,01-Jun-20,14087,54.9,25659.38069,1053,4.1,2175,62.8,57.2,68.4,3463.375796
MI,Michigan,02-Jun-20,14903,58.3,25562.6072,1132,4.4,2285,65.9,60.9,70.9,3467.37481
MI,Michigan,03-Jun-20,15694,60.5,25940.49587,1114,4.3,2440,67.9,63.6,72.1,3593.519882
MI,Michigan,04-Jun-20,15056,58.2,25869.41581,1004,3.9,2346,66.9,61.6,72.2,3506.726457
MI,Michigan,05-Jun-20,14841,58.1,25543.88985,943,3.7,2302,64.8,59.3,70.4,3552.469136
MI,Michigan,06-Jun-20,14541,57.2,25421.32867,831,3.3,2269,63.6,58.2,69,3567.610063
MI,Michigan,07-Jun-20,14021,55.4,25308.66426,802,3.2,2165,60.6,54.6,66.7,3572.607261
MI,Michigan,08-Jun-20,13985,56.5,24752.21239,788,3.2,2171,61.8,56.2,67.5,3512.944984
MI,Michigan,09-Jun-20,15060,59.7,25226.13065,859,3.4,2348,66.4,61.1,71.7,3536.144578
MI,Michigan,10-Jun-20,15885,62.6,25375.39936,851,3.4,2397,65.1,58.4,71.8,3682.02765
MI,Michigan,11-Jun-20,15649,61.8,25322.00647,749,3,2225,62.3,56,68.6,3571.428571
MI,Michigan,12-Jun-20,15749,61.7,25525.12156,734,2.9,2330,65,58.7,71.2,3584.615385
MI,Michigan,13-Jun-20,15191,59.2,25660.47297,698,2.7,2386,65.4,59.2,71.5,3648.318043
MI,Michigan,14-Jun-20,14538,56.9,25550.08787,735,2.9,2256,62.3,56.3,68.2,3621.187801
MI,Michigan,15-Jun-20,14529,57.4,25311.84669,679,2.7,2180,60.9,55.2,66.6,3579.638752
MI,Michigan,16-Jun-20,16052,62.2,25807.07395,710,2.8,2442,65.2,58.6,71.9,3745.398773
MI,Michigan,17-Jun-20,16443,64,25692.1875,710,2.8,2488,66.6,59.7,73.6,3735.735736
MI,Michigan,18-Jun-20,15557,61.7,25213.93841,676,2.7,2393,66.8,60.3,73.4,3582.335329
MI,Michigan,19-Jun-20,15923,63,25274.60317,623,2.5,2402,66.7,61,72.3,3601.1994
MI,Michigan,20-Jun-20,15330,60,25550,611,2.4,2307,64.1,58.8,69.4,3599.063963
MI,Michigan,21-Jun-20,14892,58.8,25326.53061,672,2.7,2332,65.2,58,72.3,3576.687117
MI,Michigan,22-Jun-20,15221,60.7,25075.78254,680,2.7,2339,65.1,58.9,71.2,3592.933948
MI,Michigan,23-Jun-20,16598,65.2,25457.05521,696,2.7,2451,67.8,61.7,73.9,3615.044248
MI,Michigan,24-Jun-20,18834,68.9,27335.26851,854,3.1,3055,72.9,66.3,79.4,4190.672154
MI,Michigan,25-Jun-20,16177,64.9,24926.04006,738,3,2389,67.6,61.1,74.1,3534.023669
MI,Michigan,26-Jun-20,15753,62.7,25124.40191,662,2.6,2322,65.2,59.1,71.3,3561.349693
MI,Michigan,27-Jun-20,15409,61.1,25219.3126,640,2.5,2298,64.6,58.3,71,3557.275542
MI,Michigan,28-Jun-20,14936,59.1,25272.41963,619,2.4,2298,64.6,59.2,69.9,3557.275542
MI,Michigan,29-Jun-20,15066,59.9,25151.91987,603,2.4,2323,65.2,59.4,71,3562.883436
MI,Michigan,30-Jun-20,15768,62.5,25228.8,754,3,2352,66.3,60.5,72.1,3547.511312
MI,Michigan,01-Jul-20,16275,63.3,25710.90047,721,2.8,2369,66.2,60.2,72.2,3578.549849
MI,Michigan,02-Jul-20,16241,63.3,25657.18799,585,2.3,2322,66,60.3,71.8,3518.181818
MI,Michigan,03-Jul-20,15438,60.3,25601.99005,627,2.4,2303,65.4,60.4,70.5,3521.406728
MI,Michigan,04-Jul-20,14349,56.2,25532.02847,567,2.2,2251,63.9,57.9,70,3522.691706
MI,Michigan,05-Jul-20,14319,56,25569.64286,638,2.5,2219,63.9,57.6,70.1,3472.613459
MI,Michigan,06-Jul-20,14843,58.6,25329.35154,661,2.6,2290,65.4,58.7,72.1,3501.529052
MI,Michigan,07-Jul-20,16065,63.3,25379.14692,593,2.3,2381,68.6,61.9,75.3,3470.845481
MN,Minnesota,15-Apr-20,6055,46.1,13134.49024,492,3.7,753,55.9,43.3,68.6,1347.048301
MN,Minnesota,16-Apr-20,6085,46.2,13170.99567,519,3.9,748,55,42.4,67.5,1360
MN,Minnesota,17-Apr-20,6109,47.3,12915.4334,528,4.1,746,54.6,41.3,67.8,1366.300366
MN,Minnesota,18-Apr-20,6107,47.4,12883.96624,531,4.1,775,54.8,43.2,66.3,1414.233577
MN,Minnesota,19-Apr-20,6085,47.1,12919.32059,582,4.5,796,57.9,46.2,69.6,1374.784111
MN,Minnesota,20-Apr-20,6235,47.9,13016.70146,600,4.6,801,58.1,46.5,69.7,1378.657487
MN,Minnesota,21-Apr-20,6283,49.1,12796.33401,651,5.1,848,61.4,50.4,72.4,1381.107492
MN,Minnesota,22-Apr-20,6377,49.8,12805.22088,634,5,826,59.4,48.8,69.9,1390.572391
MN,Minnesota,23-Apr-20,6396,50.1,12766.46707,636,5,824,59.3,48,70.6,1389.544688
MN,Minnesota,24-Apr-20,5850,46.8,12500,528,4.2,769,54.3,46.5,62.2,1416.206262
MN,Minnesota,25-Apr-20,5754,45.6,12618.42105,514,4.1,754,53.1,44.9,61.3,1419.962335
MN,Minnesota,26-Apr-20,5705,45.6,12510.96491,572,4.6,732,51.1,42.7,59.6,1432.485323
MN,Minnesota,27-Apr-20,5622,46.6,12064.37768,593,4.9,767,53.3,45.5,61.1,1439.02439
MN,Minnesota,28-Apr-20,6041,47,12853.19149,585,4.6,758,53.5,45.9,61,1416.82243
MN,Minnesota,29-Apr-20,6063,47,12900,639,5,801,56.1,48.4,63.8,1427.807487
MN,Minnesota,30-Apr-20,5947,48,12389.58333,626,5.1,773,57.1,48.8,65.4,1353.765324
MN,Minnesota,01-May-20,5982,47.6,12567.22689,657,5.2,767,49.6,40.4,58.8,1546.370968
MN,Minnesota,02-May-20,6032,46.6,12944.20601,620,4.8,892,57,49.1,65,1564.912281
MN,Minnesota,03-May-20,5834,44.9,12993.31849,595,4.6,863,55.1,46.7,63.5,1566.243194
MN,Minnesota,04-May-20,5706,46,12404.34783,488,3.9,844,56.2,47.4,65.1,1501.779359
MN,Minnesota,05-May-20,6398,48.6,13164.60905,749,5.7,902,53.4,45.4,61.4,1689.138577
MN,Minnesota,06-May-20,6241,47.6,13111.34454,643,4.9,913,54.6,45.6,63.5,1672.161172
MN,Minnesota,07-May-20,6535,50,13070,781,6,930,55.7,46.9,64.5,1669.658887
MN,Minnesota,08-May-20,6521,50.4,12938.49206,713,5.5,907,54.3,46.5,62.1,1670.349908
MN,Minnesota,09-May-20,6488,50,12976,663,5.1,854,53,44,62.1,1611.320755
MN,Minnesota,10-May-20,6136,47,13055.31915,664,5.1,913,54.5,47.4,61.6,1675.229358
MN,Minnesota,11-May-20,6167,47.2,13065.67797,696,5.3,889,53.9,47.1,60.7,1649.350649
MN,Minnesota,12-May-20,6590,50.4,13075.39683,792,6.1,956,56.5,49.1,63.8,1692.035398
MN,Minnesota,13-May-20,6877,53.6,12830.22388,875,6.8,1006,59.3,51.3,67.2,1696.458685
MN,Minnesota,14-May-20,6932,52.7,13153.70019,829,6.3,997,59.3,52.1,66.4,1681.281619
MN,Minnesota,15-May-20,7129,54.1,13177.44917,821,6.2,1017,59.9,52.3,67.6,1697.829716
MN,Minnesota,16-May-20,6874,52.7,13043.64326,849,6.5,1006,59.9,52.4,67.4,1679.465776
MN,Minnesota,17-May-20,6561,49.7,13201.20724,816,6.2,944,56.2,48.7,63.6,1679.715302
MN,Minnesota,18-May-20,6639,50.5,13146.53465,898,6.8,970,56.7,49.2,64.1,1710.758377
MN,Minnesota,19-May-20,7080,53.4,13258.42697,872,6.6,986,56.7,49.5,63.8,1738.977072
MN,Minnesota,20-May-20,7404,55,13461.81818,934,6.9,1060,59.3,51.2,67.3,1787.521079
MN,Minnesota,21-May-20,7546,55.2,13670.28986,931,6.8,1079,60.7,52.8,68.7,1777.594728
MN,Minnesota,22-May-20,7500,53.7,13966.48045,910,6.5,1052,59.7,50.9,68.4,1762.144054
MN,Minnesota,23-May-20,7613,54.3,14020.25783,943,6.7,1068,60.2,51.7,68.7,1774.086379
MN,Minnesota,24-May-20,6992,50.1,13956.08782,877,6.3,997,56.6,48.3,64.9,1761.484099
MN,Minnesota,25-May-20,6464,48.6,13300.41152,904,6.8,1014,57,49.2,64.8,1778.947368
MN,Minnesota,26-May-20,6871,51.6,13315.89147,893,6.7,1002,56.6,48.8,64.3,1770.318021
MN,Minnesota,27-May-20,7519,55.5,13547.74775,1073,7.9,1169,61,52.4,69.5,1916.393443
MN,Minnesota,28-May-20,7642,57.1,13383.53765,987,7.4,1118,60.9,53.4,68.4,1835.796388
MN,Minnesota,29-May-20,7980,58.1,13734.93976,939,6.8,1076,60.3,53.2,67.5,1784.411277
MN,Minnesota,30-May-20,7479,54.6,13697.8022,887,6.5,1076,60.7,53.5,67.9,1772.652389
MN,Minnesota,31-May-20,6778,50.7,13368.83629,880,6.6,1071,58.7,50.7,66.7,1824.531516
MN,Minnesota,01-Jun-20,6934,51.9,13360.30829,876,6.6,1075,58.8,50.9,66.8,1828.231293
MN,Minnesota,02-Jun-20,7463,55.8,13374.55197,935,7,1130,62,54.7,69.2,1822.580645
MN,Minnesota,03-Jun-20,7692,58.4,13171.23288,867,6.6,1134,64,56.7,71.3,1771.875
MN,Minnesota,04-Jun-20,7677,58.2,13190.72165,772,5.9,1106,63.9,56.9,71,1730.829421
MN,Minnesota,05-Jun-20,7717,59.9,12883.13856,690,5.4,1002,64,58,69.9,1565.625
MN,Minnesota,06-Jun-20,7436,56.6,13137.80919,678,5.2,1081,66.8,60.5,73,1618.263473
MN,Minnesota,07-Jun-20,7287,55.4,13153.4296,614,4.7,1034,64.4,58.6,70.3,1605.590062
MN,Minnesota,08-Jun-20,7354,55.6,13226.61871,677,5.1,1016,63.1,56.2,70,1610.142631
MN,Minnesota,09-Jun-20,7948,59.2,13425.67568,739,5.5,1162,65.6,60.2,71,1771.341463
MN,Minnesota,10-Jun-20,7974,60.7,13136.73806,715,5.4,1233,67.2,62.4,72,1834.821429
MN,Minnesota,11-Jun-20,8031,60.5,13274.38017,671,5,1169,66.1,61.4,70.7,1768.532526
MN,Minnesota,12-Jun-20,8057,60.8,13251.64474,637,4.8,1206,66.6,61.3,71.9,1810.810811
MN,Minnesota,13-Jun-20,7602,57.6,13197.91667,591,4.5,1193,65.6,60,71.3,1818.597561
MN,Minnesota,14-Jun-20,7179,54.6,13148.35165,611,4.6,1149,63.4,57.3,69.5,1812.302839
MN,Minnesota,15-Jun-20,7317,55.6,13160.07194,555,4.2,1139,62.8,56.1,69.5,1813.694268
MN,Minnesota,16-Jun-20,7805,59.5,13117.64706,610,4.6,1256,66,58.7,73.4,1903.030303
MN,Minnesota,17-Jun-20,7985,61.7,12941.65316,606,4.7,1267,66.6,60.7,72.6,1902.402402
MN,Minnesota,18-Jun-20,8048,60.9,13215.10673,565,4.3,1213,66.1,59.9,72.2,1835.098336
MN,Minnesota,19-Jun-20,8111,61.3,13231.64763,567,4.3,1200,65.5,58.7,72.4,1832.061069
MN,Minnesota,20-Jun-20,7577,57.5,13177.3913,537,4.1,1194,65.9,58.4,73.4,1811.836115
MN,Minnesota,21-Jun-20,7304,54.5,13401.83486,540,4,1197,63.7,55.2,72.2,1879.120879
MN,Minnesota,22-Jun-20,7488,56.7,13206.34921,543,4.1,1135,62.7,55.5,69.9,1810.207337
MN,Minnesota,23-Jun-20,7935,60.8,13050.98684,538,4.1,1150,63.6,56.6,70.6,1808.176101
MN,Minnesota,24-Jun-20,8097,62.2,13017.68489,582,4.5,1245,66.5,60.5,72.6,1872.180451
MN,Minnesota,25-Jun-20,8206,62.1,13214.17069,541,4.1,1194,65.3,58.6,71.9,1828.48392
MN,Minnesota,26-Jun-20,8145,62.1,13115.94203,492,3.7,1222,66.7,60.7,72.8,1832.083958
MN,Minnesota,27-Jun-20,7831,58.8,13318.02721,483,3.6,1216,63.9,57.7,70.1,1902.973396
MN,Minnesota,28-Jun-20,7312,55.9,13080.50089,448,3.4,1103,60.1,53,67.3,1835.274542
MN,Minnesota,29-Jun-20,7402,56.4,13124.11348,483,3.7,1065,58.2,50.8,65.6,1829.896907
MN,Minnesota,30-Jun-20,7780,59.2,13141.89189,463,3.5,1138,61.4,54.5,68.4,1853.420195
MN,Minnesota,01-Jul-20,8115,61.5,13195.12195,459,3.5,1199,64.5,55.8,73.2,1858.914729
MN,Minnesota,02-Jul-20,8057,61.7,13058.34684,476,3.6,1176,64.1,57.4,70.8,1834.633385
MN,Minnesota,03-Jul-20,7818,60.3,12965.17413,448,3.5,1197,65,58.2,71.7,1841.538462
MN,Minnesota,04-Jul-20,7193,55.4,12983.75451,416,3.2,1132,62.1,55.1,69.1,1822.866345
MN,Minnesota,05-Jul-20,7036,54.3,12957.64273,426,3.3,1092,59.4,51.9,66.9,1838.383838
MN,Minnesota,06-Jul-20,7316,56.5,12948.67257,457,3.5,1093,59.7,51.5,67.8,1830.820771
MN,Minnesota,07-Jul-20,7948,61.1,13008.18331,481,3.7,1125,61,53.2,68.8,1844.262295
MO,Missouri,01-Apr-20,9790,55.7,17576.30162,553,3.1,1541,56.2,27.3,85.1,2741.992883
MO,Missouri,02-Apr-20,9144,51.9,17618.49711,497,2.8,1416,51,25.9,76.2,2776.470588
MO,Missouri,03-Apr-20,9475,52.2,18151.341,574,3.2,1718,53.5,36.4,70.7,3211.214953
MO,Missouri,04-Apr-20,9212,49.8,18497.99197,506,2.7,1812,55.9,40.4,71.4,3241.502683
MO,Missouri,05-Apr-20,10100,46.5,21720.43011,844,3.9,1972,59.2,47.2,71.2,3331.081081
MO,Missouri,06-Apr-20,9955,46.8,21271.36752,1035,4.9,1669,59,48.6,69.3,2828.813559
MO,Missouri,07-Apr-20,10020,48.3,20745.34161,1039,5,1998,58.2,49,67.5,3432.989691
MO,Missouri,08-Apr-20,10333,49.4,20917.00405,1133,5.4,1984,57.6,48.6,66.7,3444.444444
MO,Missouri,09-Apr-20,9810,49.1,19979.6334,967,4.8,1703,56.3,47.5,65,3024.866785
MO,Missouri,10-Apr-20,9616,47.7,20159.32914,985,4.9,1729,57.3,48.5,66,3017.452007
MO,Missouri,11-Apr-20,9560,45.5,21010.98901,978,4.7,1823,57.2,47,67.4,3187.062937
MO,Missouri,12-Apr-20,10023,47.7,21012.57862,858,4.1,1753,56.8,44.4,69.2,3086.267606
MO,Missouri,13-Apr-20,9623,47.6,20216.38655,1005,5,1556,53.6,44.3,63,2902.985075
MO,Missouri,14-Apr-20,10080,49.5,20363.63636,971,4.8,1650,57.8,49,66.6,2854.67128
MO,Missouri,15-Apr-20,9638,45,21417.77778,930,4.3,1631,56.5,38.6,74.4,2886.725664
MO,Missouri,16-Apr-20,9573,44.9,21320.71269,860,4,1622,56.4,39.5,73.3,2875.886525
MO,Missouri,17-Apr-20,9700,44.6,21748.87892,919,4.2,1667,55.3,37.6,73,3014.466546
MO,Missouri,18-Apr-20,9485,43.5,21804.5977,839,3.8,1630,54.8,37.3,72.4,2974.452555
MO,Missouri,19-Apr-20,9182,42.3,21706.85579,854,3.9,1618,55.1,37.5,72.8,2936.479129
MO,Missouri,20-Apr-20,9721,45.3,21459.16115,942,4.4,1640,56,38.7,73.2,2928.571429
MO,Missouri,21-Apr-20,10170,46.6,21824.03433,1050,4.8,1676,55.3,41.8,68.9,3030.74141
MO,Missouri,22-Apr-20,10352,47.3,21885.8351,1041,4.8,1718,55.1,42.4,67.9,3117.967332
MO,Missouri,23-Apr-20,10505,48,21885.41667,1024,4.7,1689,54.5,45.4,63.5,3099.082569
MO,Missouri,24-Apr-20,10343,47.2,21913.13559,1032,4.7,1599,51.6,43.7,59.4,3098.837209
MO,Missouri,25-Apr-20,9938,45.5,21841.75824,1004,4.6,1647,52.8,44.5,61.1,3119.318182
MO,Missouri,26-Apr-20,9818,45.1,21769.40133,1021,4.7,1590,51.3,43.4,59.3,3099.415205
MO,Missouri,27-Apr-20,10130,46.9,21599.14712,1045,4.8,1611,52.5,45.4,59.7,3068.571429
MO,Missouri,28-Apr-20,10608,48.8,21737.70492,1044,4.8,1698,55.1,48.1,62,3081.669691
MO,Missouri,29-Apr-20,10714,48.8,21954.91803,1134,5.2,1745,55.5,48.5,62.5,3144.144144
MO,Missouri,30-Apr-20,10749,48.8,22026.63934,1082,4.9,1749,54.1,47.4,60.8,3232.902033
MO,Missouri,01-May-20,10672,48.4,22049.58678,1100,5,1805,56,49.7,62.3,3223.214286
MO,Missouri,02-May-20,10179,46.4,21937.5,1032,4.7,1725,54.3,47.8,60.8,3176.79558
MO,Missouri,03-May-20,10641,47.4,22449.36709,1031,4.6,1731,54.8,47.8,61.9,3158.759124
MO,Missouri,04-May-20,10903,50.2,21719.12351,1029,4.7,1766,55.2,47.5,62.9,3199.275362
MO,Missouri,05-May-20,11460,52.8,21704.54545,1089,5,1817,58.6,52,65.2,3100.682594
MO,Missouri,06-May-20,11517,52.9,21771.26654,1008,4.6,1794,58,52,63.9,3093.103448
MO,Missouri,07-May-20,11263,52.5,21453.33333,937,4.4,1750,57.4,51.9,62.9,3048.780488
MO,Missouri,08-May-20,11003,51.3,21448.34308,852,4,1707,55.9,49.9,61.9,3053.667263
MO,Missouri,09-May-20,10494,49,21416.32653,859,4,1652,54.6,48.5,60.6,3025.641026
MO,Missouri,10-May-20,10377,48.5,21395.87629,833,3.9,1626,53.7,47.6,59.8,3027.932961
MO,Missouri,11-May-20,11358,51.8,21926.64093,835,3.8,1664,55.7,49.7,61.7,2987.432675
MO,Missouri,12-May-20,11921,54.3,21953.95948,871,4,1705,57,50.8,63.2,2991.22807
MO,Missouri,13-May-20,12183,55.6,21911.8705,879,4,1705,57,50.6,63.4,2991.22807
MO,Missouri,14-May-20,12173,55.4,21972.92419,861,3.9,1619,51.8,45.6,58,3125.482625
MO,Missouri,15-May-20,12019,54.7,21972.5777,829,3.8,1655,52.6,47,58.3,3146.387833
MO,Missouri,16-May-20,11674,53.6,21779.85075,796,3.7,1609,51.6,45.4,57.8,3118.217054
MO,Missouri,17-May-20,11471,52.4,21891.22137,787,3.6,1571,49.9,43.5,56.3,3148.296593
MO,Missouri,18-May-20,11883,54.2,21924.35424,847,3.9,1629,54.2,48.5,59.9,3005.535055
MO,Missouri,19-May-20,12367,56.4,21927.30496,787,3.6,1689,56,50.6,61.4,3016.071429
MO,Missouri,20-May-20,12559,57.2,21956.29371,799,3.6,1637,54.2,48.5,59.8,3020.295203
MO,Missouri,21-May-20,12103,55.9,21651.16279,836,3.9,1646,54.1,48.1,60.1,3042.513863
MO,Missouri,22-May-20,11797,54.7,21566.72761,782,3.6,1673,55.1,49.1,61.2,3036.297641
MO,Missouri,23-May-20,11257,52.1,21606.52591,755,3.5,1700,56.1,49.7,62.5,3030.30303
MO,Missouri,24-May-20,10922,50.6,21584.98024,745,3.5,1594,53,46,59.9,3007.54717
MO,Missouri,25-May-20,11168,51.5,21685.43689,740,3.4,1648,53.8,46.5,61,3063.197026
MO,Missouri,26-May-20,11865,54.4,21810.66176,765,3.5,1678,54.6,48.3,60.9,3073.260073
MO,Missouri,27-May-20,12656,58,21820.68966,822,3.8,1704,56,49.2,62.7,3042.857143
MO,Missouri,28-May-20,13751,60.6,22691.41914,728,3.2,1782,57.2,50.8,63.7,3115.384615
MO,Missouri,29-May-20,13165,59,22313.55932,709,3.2,1777,57.5,51.3,63.7,3090.434783
MO,Missouri,30-May-20,12270,55.8,21989.24731,641,2.9,1724,56.6,50,63.3,3045.936396
MO,Missouri,31-May-20,12000,54.1,22181.14603,610,2.7,1720,56.3,49.3,63.3,3055.062167
MO,Missouri,01-Jun-20,11774,54.7,21524.68007,644,3,1754,56.9,50.2,63.5,3082.601054
MO,Missouri,02-Jun-20,12453,57.7,21582.32236,711,3.3,1797,58.2,51.7,64.7,3087.628866
MO,Missouri,03-Jun-20,12989,62.9,20650.23847,622,3,1812,60.2,51.1,69.3,3009.966777
MO,Missouri,04-Jun-20,13673,60.7,22525.53542,651,2.9,1814,59.4,52.5,66.3,3053.872054
MO,Missouri,05-Jun-20,12320,57.2,21538.46154,653,3,1752,56,48.9,63.2,3128.571429
MO,Missouri,06-Jun-20,12598,57,22101.75439,580,2.6,1731,55.8,49.4,62.3,3102.150538
MO,Missouri,07-Jun-20,12248,55.4,22108.30325,599,2.7,1715,55.4,49.1,61.7,3095.66787
MO,Missouri,08-Jun-20,12259,56.9,21544.81547,630,2.9,1740,56.5,50.7,62.3,3079.646018
MO,Missouri,09-Jun-20,12972,59.8,21692.30769,643,3,1799,57.7,51.8,63.6,3117.850953
MO,Missouri,10-Jun-20,13891,65.5,21207.63359,592,2.8,2078,64.5,55.2,73.8,3221.705426
MO,Missouri,11-Jun-20,13886,61.1,22726.67758,667,2.9,1939,61.2,53.8,68.6,3168.300654
MO,Missouri,12-Jun-20,13376,59.6,22442.95302,641,2.9,1949,61.4,53.8,69.1,3174.267101
MO,Missouri,13-Jun-20,12714,57.2,22227.27273,560,2.5,1896,60.4,52.8,68,3139.072848
MO,Missouri,14-Jun-20,12148,54.9,22127.50455,561,2.5,1873,59.8,51.3,68.3,3132.107023
MO,Missouri,15-Jun-20,12564,60.4,20801.3245,515,2.5,1907,62.2,52.1,72.3,3065.916399
MO,Missouri,16-Jun-20,13717,64.4,21299.68944,525,2.5,1994,63.6,54.3,72.8,3135.220126
MO,Missouri,17-Jun-20,14485,65.3,22182.23583,570,2.6,2196,66.5,57,76,3302.255639
MO,Missouri,18-Jun-20,13802,61.1,22589.19804,646,2.9,2075,61.6,53.6,69.5,3368.506494
MO,Missouri,19-Jun-20,13274,58.8,22574.82993,614,2.7,1911,58,51.6,64.5,3294.827586
MO,Missouri,20-Jun-20,12656,56.4,22439.71631,622,2.8,1835,56.6,50,63.2,3242.04947
MO,Missouri,21-Jun-20,12187,54.2,22485.23985,579,2.6,1770,54.8,49.1,60.4,3229.927007
MO,Missouri,22-Jun-20,12122,55.2,21960.14493,625,2.8,1830,58.5,53,64.1,3128.205128
MO,Missouri,23-Jun-20,13431,63,21319.04762,569,2.7,1972,62.1,55.4,68.8,3175.523349
MO,Missouri,24-Jun-20,14192,64.7,21935.08501,650,3,2077,63.4,56.4,70.4,3276.025237
MO,Missouri,25-Jun-20,14186,61.4,23104.23453,671,2.9,1954,61.5,55.3,67.7,3177.235772
MO,Missouri,26-Jun-20,13947,59.9,23283.80634,669,2.9,1916,60.2,54.3,66.2,3182.724252
