state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InBedsOccAnyPat__Numbeds_Est,Inpatient_Bed_Capacity,InpatBeds_Occ_COVID_Est,InBedsOccCOVID__Numbeds_Est,ICUBeds_Occ_AnyPat_Est,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,ICU_Bed_total_estimate_Capacity
SC,South Carolina,21-Apr-20,6431,58.1,11068.84682,519,4.7,874,61.1,56.4,65.8,1430.441899
SC,South Carolina,22-Apr-20,6482,58.8,11023.80952,518,4.7,873,62.5,58,67,1396.8
SC,South Carolina,23-Apr-20,6494,58.8,11044.21769,511,4.6,881,62.9,58.4,67.4,1400.63593
SC,South Carolina,24-Apr-20,6399,57.9,11051.81347,505,4.6,838,60.2,54.6,65.8,1392.026578
SC,South Carolina,25-Apr-20,6275,57,11008.77193,473,4.3,825,59.7,54.2,65.2,1381.909548
SC,South Carolina,26-Apr-20,6316,57.4,11003.48432,477,4.3,836,60.6,55,66.2,1379.537954
SC,South Carolina,27-Apr-20,6428,58.4,11006.84932,507,4.6,846,61,55.7,66.2,1386.885246
SC,South Carolina,28-Apr-20,6833,62,11020.96774,506,4.6,892,63,57.8,68.2,1415.873016
SC,South Carolina,29-Apr-20,6771,61.9,10938.61066,491,4.5,882,62.4,56.8,67.9,1413.461538
SC,South Carolina,30-Apr-20,6877,63.3,10864.13902,479,4.4,890,61.4,55.3,67.6,1449.511401
SC,South Carolina,01-May-20,6721,61.3,10964.11093,449,4.1,906,63.7,57.6,69.9,1422.291994
SC,South Carolina,02-May-20,6566,59.9,10961.60267,427,3.9,866,61.3,55.6,67.1,1412.724307
SC,South Carolina,03-May-20,6386,58.3,10953.68782,425,3.9,827,58.6,53.4,63.7,1411.262799
SC,South Carolina,04-May-20,6614,60.7,10896.21087,492,4.5,874,61.6,55.3,67.9,1418.831169
SC,South Carolina,05-May-20,6947,63.8,10888.71473,504,4.6,889,62.3,55.3,69.3,1426.966292
SC,South Carolina,06-May-20,7178,65.3,10992.34303,493,4.5,911,63.9,57.5,70.4,1425.665102
SC,South Carolina,07-May-20,7117,64.7,11000,494,4.5,889,62.8,55.6,69.9,1415.605096
SC,South Carolina,08-May-20,7062,63.8,11068.96552,525,4.7,897,62.6,56.4,68.7,1432.907348
SC,South Carolina,09-May-20,6781,61.7,10990.27553,464,4.2,880,62.5,56.2,68.7,1408
SC,South Carolina,10-May-20,6698,61,10980.32787,459,4.2,831,59,52.4,65.6,1408.474576
SC,South Carolina,11-May-20,6886,62.5,11017.6,468,4.2,864,59.4,51.7,67.1,1454.545455
SC,South Carolina,12-May-20,7179,65.4,10977.06422,476,4.3,871,62.1,56.2,68,1402.57649
SC,South Carolina,13-May-20,7379,67,11013.43284,488,4.4,934,64.3,58.6,70.1,1452.566096
SC,South Carolina,14-May-20,7426,67.5,11001.48148,448,4.1,966,66.5,61.1,71.8,1452.631579
SC,South Carolina,15-May-20,7285,66.2,11004.53172,446,4.1,972,66.8,61.6,72,1455.08982
SC,South Carolina,16-May-20,6960,63.1,11030.11094,427,3.9,963,66.1,61.4,70.9,1456.88351
SC,South Carolina,17-May-20,6793,61.9,10974.15186,420,3.8,913,62.5,57.1,67.9,1460.8
SC,South Carolina,18-May-20,6971,63.5,10977.95276,456,4.2,928,63.5,57.6,69.4,1461.417323
SC,South Carolina,19-May-20,7467,68.2,10948.68035,459,4.2,985,66.3,59.1,73.5,1485.671192
SC,South Carolina,20-May-20,7725,71,10880.28169,459,4.2,1002,69,62.5,75.5,1452.173913
SC,South Carolina,21-May-20,7490,68.3,10966.32504,433,3.9,982,67.6,61.2,74,1452.662722
SC,South Carolina,22-May-20,7426,67.7,10968.9808,453,4.1,972,67,60.2,73.8,1450.746269
SC,South Carolina,23-May-20,7002,64.2,10906.54206,440,4,864,60.5,54.3,66.6,1428.099174
SC,South Carolina,24-May-20,6843,62.5,10948.8,435,4,867,59.7,53.4,66,1452.261307
SC,South Carolina,25-May-20,6459,59.3,10892.0742,394,3.6,791,56,45.6,66.4,1412.5
SC,South Carolina,26-May-20,7159,65.5,10929.77099,458,4.2,908,63,56.2,69.7,1441.269841
SC,South Carolina,27-May-20,7568,69.2,10936.41618,413,3.8,970,67.9,61.4,74.4,1428.571429
SC,South Carolina,28-May-20,7508,70.3,10679.9431,413,3.9,975,65.3,57.1,73.4,1493.108729
SC,South Carolina,29-May-20,7534,68.5,10998.54015,397,3.6,958,66,57.6,74.5,1451.515152
SC,South Carolina,30-May-20,6999,63.4,11039.43218,412,3.7,895,61.8,54.6,69,1448.220065
SC,South Carolina,31-May-20,6846,62.4,10971.15385,436,4,884,62,54.7,69.3,1425.806452
SC,South Carolina,01-Jun-20,7061,64.3,10981.33748,456,4.1,901,62.8,56.3,69.4,1434.713376
SC,South Carolina,02-Jun-20,7618,69.3,10992.78499,455,4.1,971,67,60.1,73.9,1449.253731
SC,South Carolina,03-Jun-20,7828,71.3,10978.96213,461,4.2,986,68.9,62.4,75.5,1431.059507
SC,South Carolina,04-Jun-20,7860,71.5,10993.00699,472,4.3,975,69,63.2,74.7,1413.043478
SC,South Carolina,05-Jun-20,7676,69.7,11012.91248,512,4.6,1004,67.2,61.6,72.9,1494.047619
SC,South Carolina,06-Jun-20,7343,66.3,11075.41478,497,4.5,970,64.6,58.2,70.9,1501.547988
SC,South Carolina,07-Jun-20,7163,64.7,11071.09737,497,4.5,934,63.9,58.4,69.5,1461.658842
SC,South Carolina,08-Jun-20,7374,66.7,11055.47226,521,4.7,957,64.1,56.6,71.5,1492.979719
SC,South Carolina,09-Jun-20,7923,71.5,11081.11888,570,5.1,1008,67.6,61,74.3,1491.12426
SC,South Carolina,10-Jun-20,8043,72.8,11048.07692,516,4.7,1026,69.5,63.5,75.6,1476.258993
SC,South Carolina,11-Jun-20,8057,72.5,11113.10345,563,5.1,1056,70.4,64.1,76.7,1500
SC,South Carolina,12-Jun-20,8024,72.1,11128.98752,553,5,1036,69.4,62.3,76.5,1492.795389
SC,South Carolina,13-Jun-20,7435,66.8,11130.23952,531,4.8,1010,68.5,62.6,74.5,1474.452555
SC,South Carolina,14-Jun-20,7266,65.3,11127.10567,556,5,1001,67.2,61.8,72.5,1489.583333
SC,South Carolina,15-Jun-20,7335,65.7,11164.38356,587,5.3,1006,67.2,61.3,73.1,1497.02381
SC,South Carolina,16-Jun-20,7653,68.9,11107.40203,613,5.5,1078,73.1,68.3,77.9,1474.692202
SC,South Carolina,17-Jun-20,7862,71.9,10934.63143,692,6.3,1116,72.5,67.7,77.4,1539.310345
SC,South Carolina,18-Jun-20,8056,72,11188.88889,682,6.1,1194,71.8,66,77.6,1662.952646
SC,South Carolina,19-Jun-20,7846,70.4,11144.88636,686,6.2,1175,71,64.7,77.3,1654.929577
SC,South Carolina,20-Jun-20,7588,68.1,11142.43759,715,6.4,1175,71.3,65.2,77.3,1647.966339
SC,South Carolina,21-Jun-20,7222,65.6,11009.14634,788,7.2,1145,69.9,63.8,75.9,1638.054363
SC,South Carolina,22-Jun-20,7638,68.1,11215.85903,811,7.2,1186,70.6,64.4,76.9,1679.886686
SC,South Carolina,23-Jun-20,8218,73.2,11226.77596,867,7.7,1220,72.7,67.6,77.8,1678.129298
SC,South Carolina,24-Jun-20,8235,73.7,11173.67707,947,8.5,1237,74.8,69.6,80.1,1653.743316
SC,South Carolina,25-Jun-20,8316,74.1,11222.67206,944,8.4,1159,74.7,68.7,80.6,1551.539491
SC,South Carolina,26-Jun-20,8327,74,11252.7027,934,8.3,1135,72.8,67.9,77.8,1559.065934
SC,South Carolina,27-Jun-20,7957,70.6,11270.53824,998,8.9,1070,68.5,62.3,74.6,1562.043796
SC,South Carolina,28-Jun-20,7184,64.1,11207.4883,1068,9.5,1067,68,62.4,73.7,1569.117647
SC,South Carolina,29-Jun-20,7848,69.4,11308.35735,1144,10.1,1067,68.3,61.6,75,1562.225476
SC,South Carolina,30-Jun-20,8244,72.8,11324.17582,1090,9.6,1213,72.9,68.3,77.4,1663.923182
SC,South Carolina,01-Jul-20,8318,73.2,11363.38798,1227,10.8,1217,72.7,67.2,78.3,1674.002751
SC,South Carolina,02-Jul-20,8336,73.1,11403.55677,1208,10.6,1276,75.7,70.1,81.4,1685.601057
SC,South Carolina,03-Jul-20,8148,71.4,11411.76471,1258,11,1240,72.5,66.3,78.6,1710.344828
SC,South Carolina,04-Jul-20,7664,67.3,11387.81575,1321,11.6,1250,73.3,67.5,79.1,1705.3206
SC,South Carolina,05-Jul-20,7625,67,11380.59701,1392,12.2,1223,71.9,66.1,77.6,1700.973574
SC,South Carolina,06-Jul-20,7933,69.7,11381.63558,1389,12.2,1256,72.6,66.2,79.1,1730.027548
SC,South Carolina,07-Jul-20,8408,74.3,11316.28533,1453,12.8,1251,73.7,67.1,80.2,1697.421981
SD,South Dakota,01-Apr-20,348,22.8,1526.315789,11,0.7,10,12.5,0,27.1,80
SD,South Dakota,02-Apr-20,418,27.4,1525.547445,16,1.1,21,26.3,13.7,38.9,79.84790875
SD,South Dakota,03-Apr-20,389,24.7,1574.898785,19,1.2,5,6.9,0,14.5,72.46376812
SD,South Dakota,04-Apr-20,297,18.9,1571.428571,39,2.5,11,5.2,0,13.7,211.5384615
SD,South Dakota,05-Apr-20,275,17.4,1580.45977,22,1.4,8,10.9,0,37.9,73.39449541
SD,South Dakota,06-Apr-20,318,20.3,1566.502463,25,1.6,5,6.9,0,14.6,72.46376812
SD,South Dakota,07-Apr-20,333,20.9,1593.301435,15,0.9,16,20.6,13.9,27.3,77.66990291
SD,South Dakota,08-Apr-20,370,23.2,1594.827586,18,1.1,10,12.9,0,27.7,77.51937984
SD,South Dakota,09-Apr-20,318,20.7,1536.231884,20,1.3,30,31.9,0,85,94.04388715
SD,South Dakota,10-Apr-20,345,22.6,1526.548673,18,1.2,20,21.8,0,51.9,91.74311927
SD,South Dakota,11-Apr-20,355,23.3,1523.60515,13,0.8,25,26.1,0,61.9,95.78544061
SD,South Dakota,12-Apr-20,295,19.3,1528.497409,8,0.5,17,17.3,0,48,98.26589595
SD,South Dakota,13-Apr-20,350,23.7,1476.793249,3,0.2,29,24.4,0,55.2,118.852459
SD,South Dakota,14-Apr-20,377,25.4,1484.251969,7,0.5,42,37.4,7.6,67.1,112.2994652
SD,South Dakota,15-Apr-20,417,28.2,1478.723404,2,0.2,37,32.9,0,66.4,112.4620061
SD,South Dakota,16-Apr-20,441,29.7,1484.848485,5,0.3,35,30.6,0,68.3,114.379085
SD,South Dakota,17-Apr-20,412,27.8,1482.014388,7,0.5,28,24.7,0,54.8,113.3603239
SD,South Dakota,18-Apr-20,383,25.9,1478.764479,5,0.3,34,30.3,0,65.8,112.2112211
SD,South Dakota,19-Apr-20,349,23.5,1485.106383,13,0.9,32,28.6,0,60.8,111.8881119
SD,South Dakota,20-Apr-20,399,25.6,1558.59375,13,0.8,37,33.9,0,68.9,109.1445428
SD,South Dakota,21-Apr-20,303,18.8,1611.702128,8,0.5,27,31.2,0,79.4,86.53846154
SD,South Dakota,22-Apr-20,376,23.4,1606.837607,8,0.5,22,26,0,63.7,84.61538462
SD,South Dakota,23-Apr-20,406,25.2,1611.111111,14,0.8,15,17.2,0,50.9,87.20930233
SD,South Dakota,24-Apr-20,409,24.4,1676.229508,14,0.8,20,23.4,0,73.4,85.47008547
SD,South Dakota,25-Apr-20,345,22.7,1519.823789,4,0.3,27,29.6,0,82.5,91.21621622
SD,South Dakota,26-Apr-20,250,16.9,1479.289941,3,0.2,15,15.1,0,50.4,99.33774834
SD,South Dakota,27-Apr-20,313,21.8,1435.779817,0,0,22,27.2,0,59.6,80.88235294
SD,South Dakota,28-Apr-20,524,37.6,1393.617021,3,0.2,48,42.5,13.6,71.5,112.9411765
SD,South Dakota,29-Apr-20,636,45,1413.333333,4,0.3,43,34.9,0,70.4,123.2091691
SD,South Dakota,30-Apr-20,624,41.3,1510.895884,14,0.9,44,35.4,3.3,67.5,124.2937853
SD,South Dakota,01-May-20,626,40.4,1549.50495,10,0.7,50,37.4,2.2,72.6,133.6898396
SD,South Dakota,02-May-20,616,39.8,1547.738693,9,0.6,47,34.3,0,73.9,137.0262391
SD,South Dakota,03-May-20,542,35.8,1513.96648,13,0.9,34,26.7,0,62.6,127.340824
SD,South Dakota,04-May-20,574,38.5,1490.909091,0,0,34,26.9,0,68.7,126.394052
SD,South Dakota,05-May-20,513,31.8,1613.207547,6,0.3,43,33.7,5.1,62.3,127.5964392
SD,South Dakota,06-May-20,545,33.9,1607.669617,9,0.6,50,38.8,12.4,65.2,128.8659794
SD,South Dakota,07-May-20,801,40.6,1972.906404,19,1,40,35,13.9,56,114.2857143
SD,South Dakota,08-May-20,897,40.9,2193.154034,20,0.9,111,45.3,29.1,61.5,245.0331126
SD,South Dakota,09-May-20,899,43.5,2066.666667,23,1.1,111,46.1,29,63.2,240.7809111
SD,South Dakota,10-May-20,923,43.9,2102.505695,31,1.5,101,43.1,21.9,64.3,234.3387471
SD,South Dakota,11-May-20,911,42.7,2133.489461,21,1,97,39.7,22.9,56.5,244.3324937
SD,South Dakota,12-May-20,902,43.2,2087.962963,63,3,92,38.6,23.4,53.8,238.3419689
SD,South Dakota,13-May-20,916,43.2,2120.37037,57,2.7,96,41.9,28.1,55.7,229.1169451
SD,South Dakota,14-May-20,904,42.8,2112.149533,60,2.8,101,43.7,27.6,59.8,231.1212815
SD,South Dakota,15-May-20,922,43.6,2114.678899,50,2.4,104,45.2,30.6,59.8,230.0884956
SD,South Dakota,16-May-20,901,42.4,2125,55,2.6,97,42.2,23,61.5,229.8578199
SD,South Dakota,17-May-20,854,40.7,2098.280098,59,2.8,85,37,19.3,54.7,229.7297297
SD,South Dakota,18-May-20,933,43.4,2149.769585,43,2,93,39.8,24.9,54.6,233.6683417
SD,South Dakota,19-May-20,975,44.7,2181.208054,48,2.2,112,47.7,37.1,58.3,234.8008386
SD,South Dakota,20-May-20,1016,46.2,2199.134199,56,2.5,112,47.4,36.2,58.6,236.2869198
SD,South Dakota,21-May-20,1017,46.8,2173.076923,65,3,114,47.3,33.6,61,241.0147992
SD,South Dakota,22-May-20,1020,46.4,2198.275862,69,3.1,115,48.4,35.8,60.9,237.6033058
SD,South Dakota,23-May-20,538,33.5,1605.970149,27,1.7,43,39.2,17,61.4,109.6938776
SD,South Dakota,24-May-20,799,38.4,2080.729167,77,3.7,70,38.5,20.1,56.8,181.8181818
SD,South Dakota,25-May-20,674,31.3,2153.354633,58,2.7,78,37,16.2,57.8,210.8108108
SD,South Dakota,26-May-20,724,34.1,2123.167155,61,2.9,57,28.4,12.9,43.8,200.7042254
SD,South Dakota,27-May-20,801,40.8,1963.235294,66,3.4,73,39.8,18.7,60.8,183.4170854
SD,South Dakota,28-May-20,839,44.9,1868.596882,62,3.3,73,48.9,32.3,65.4,149.2842536
SD,South Dakota,29-May-20,992,44.3,2239.277652,57,2.5,75,48.4,31.5,65.3,154.9586777
SD,South Dakota,30-May-20,770,38.4,2005.208333,64,3.2,76,46.9,25.2,68.6,162.0469083
SD,South Dakota,31-May-20,656,33.4,1964.071856,79,4,75,53.2,37,69.3,140.9774436
SD,South Dakota,01-Jun-20,733,36.1,2030.470914,39,1.9,78,53.3,42.5,64.2,146.3414634
SD,South Dakota,02-Jun-20,457,30,1523.333333,22,1.5,29,41.7,17.4,66.1,69.54436451
SD,South Dakota,03-Jun-20,967,44,2197.727273,66,3,92,48,21,75,191.6666667
SD,South Dakota,04-Jun-20,1056,47.1,2242.038217,66,2.9,94,47.7,21.6,73.8,197.0649895
SD,South Dakota,05-Jun-20,936,44.6,2098.654709,82,3.9,91,53.3,22.8,83.8,170.7317073
SD,South Dakota,06-Jun-20,927,42.9,2160.839161,86,4,88,49.6,17.2,82.1,177.4193548
SD,South Dakota,07-Jun-20,980,45.6,2149.122807,84,3.9,100,59.1,25.4,92.9,169.2047377
SD,South Dakota,08-Jun-20,894,42.6,2098.591549,78,3.7,106,63.5,22.7,100,166.9291339
SD,South Dakota,09-Jun-20,1028,47.7,2155.136268,108,5,114,63.6,34.3,92.9,179.245283
SD,South Dakota,10-Jun-20,1027,47,2185.106383,93,4.2,95,59.7,28.3,91.1,159.1289782
SD,South Dakota,11-Jun-20,1066,49,2175.510204,97,4.4,108,60.7,30.7,90.7,177.9242175
SD,South Dakota,12-Jun-20,1026,46.9,2187.633262,84,3.8,104,68.2,41.5,94.8,152.4926686
SD,South Dakota,13-Jun-20,997,45.8,2176.855895,79,3.6,109,56.7,18.1,95.4,192.2398589
SD,South Dakota,14-Jun-20,961,44.4,2164.414414,77,3.5,93,49.7,16.7,82.6,187.1227364
SD,South Dakota,15-Jun-20,992,46.5,2133.333333,103,4.8,95,50.6,36.9,64.4,187.7470356
SD,South Dakota,16-Jun-20,1017,48.5,2096.907216,104,5,80,60.4,34.4,86.4,132.4503311
SD,South Dakota,17-Jun-20,1062,52.5,2022.857143,130,6.4,132,77.2,48.4,100,170.984456
SD,South Dakota,18-Jun-20,1158,57.3,2020.942408,113,5.6,136,69.2,50.1,88.3,196.5317919
SD,South Dakota,19-Jun-20,1156,54.5,2121.100917,126,6,121,61.9,44.1,79.7,195.4765751
SD,South Dakota,20-Jun-20,1113,51.7,2152.804642,111,5.2,121,61.3,30.5,92.1,197.3898858
SD,South Dakota,21-Jun-20,1047,48.7,2149.897331,98,4.6,110,53.6,33,74.3,205.2238806
SD,South Dakota,22-Jun-20,1030,49,2102.040816,113,5.4,144,69.9,48.1,91.7,206.0085837
SD,South Dakota,23-Jun-20,1140,53.3,2138.836773,107,5,149,72.5,50.9,94.1,205.5172414
SD,South Dakota,24-Jun-20,548,32.1,1707.165109,39,2.3,29,40.3,7.7,72.9,71.96029777
SD,South Dakota,25-Jun-20,595,40.3,1476.426799,34,2.3,42,44.6,10.1,79.1,94.17040359
SD,South Dakota,26-Jun-20,573,35.6,1609.550562,33,2.1,34,44,7.6,80.4,77.27272727
SD,South Dakota,27-Jun-20,526,32.4,1623.45679,23,1.4,29,35.7,0,76.8,81.232493
SD,South Dakota,28-Jun-20,855,40,2137.5,142,6.6,103,60.7,29.7,91.7,169.6869852
SD,South Dakota,29-Jun-20,969,43.1,2248.259861,53,2.4,73,44.5,13.1,76,164.0449438
SD,South Dakota,30-Jun-20,1068,55.3,1931.283906,89,4.6,122,63.8,36.4,91.2,191.2225705
SD,South Dakota,01-Jul-20,1113,55.5,2005.405405,82,4.1,130,64.4,37.7,91.1,201.863354
SD,South Dakota,02-Jul-20,1053,53.6,1964.552239,71,3.6,142,70.1,46.5,93.8,202.5677603
SD,South Dakota,03-Jul-20,1027,48.6,2113.168724,68,3.2,151,71.8,44.5,99.1,210.3064067
SD,South Dakota,04-Jul-20,960,45.4,2114.537445,79,3.7,144,68.5,40.8,96.3,210.2189781
SD,South Dakota,05-Jul-20,930,44,2113.636364,77,3.7,150,71.1,40.5,100,210.9704641
SD,South Dakota,06-Jul-20,980,46.4,2112.068966,78,3.7,147,70,41.5,98.5,210
SD,South Dakota,07-Jul-20,1042,49.3,2113.590264,83,3.9,136,64.6,36.3,92.8,210.5263158
TN,Tennessee,15-Apr-20,10628,51.7,20557.05996,692,3.4,1755,63,58.2,67.7,2785.714286
TN,Tennessee,16-Apr-20,10679,52.6,20302.28137,686,3.4,1751,64.2,59.3,69.2,2727.41433
TN,Tennessee,17-Apr-20,10574,51.5,20532.03883,715,3.5,1686,62,57.2,66.7,2719.354839
TN,Tennessee,18-Apr-20,10217,50.1,20393.21357,681,3.3,1736,61.9,57.1,66.7,2804.523425
TN,Tennessee,19-Apr-20,9808,49,20016.32653,599,3,1572,60.1,55,65.3,2615.640599
TN,Tennessee,20-Apr-20,10400,51.8,20077.22008,611,3,1654,63.6,59,68.1,2600.628931
TN,Tennessee,21-Apr-20,10479,53.2,19697.36842,606,3.1,1653,64.9,60.4,69.4,2546.995378
TN,Tennessee,22-Apr-20,10493,53.9,19467.53247,607,3.1,1606,63.8,59,68.6,2517.241379
TN,Tennessee,23-Apr-20,10583,54.3,19489.87109,597,3.1,1574,62.7,58,67.4,2510.366826
TN,Tennessee,24-Apr-20,10592,54.3,19506.44567,604,3.1,1634,65,60,70.1,2513.846154
TN,Tennessee,25-Apr-20,10269,52.4,19597.32824,670,3.4,1615,65,59.7,70.3,2484.615385
TN,Tennessee,26-Apr-20,10183,52.1,19545.10557,684,3.5,1541,62.3,56.5,68.2,2473.515249
TN,Tennessee,27-Apr-20,10442,53.3,19590.99437,674,3.4,1549,62.7,57.5,67.9,2470.494418
TN,Tennessee,28-Apr-20,10963,54.6,20078.75458,766,3.8,1698,66.2,61.3,71,2564.954683
TN,Tennessee,29-Apr-20,11290,56.4,20017.7305,738,3.7,1725,67,61.4,72.7,2574.626866
TN,Tennessee,30-Apr-20,11208,55.9,20050.08945,719,3.6,1714,66.6,60.8,72.4,2573.573574
TN,Tennessee,01-May-20,11054,55.2,20025.36232,599,3,1692,66.1,60.2,72,2559.757943
TN,Tennessee,02-May-20,10600,53,20000,552,2.8,1742,67.9,61.9,73.9,2565.537555
TN,Tennessee,03-May-20,10706,53.4,20048.68914,553,2.8,1740,67.6,61.1,74.2,2573.964497
TN,Tennessee,04-May-20,10989,54.9,20016.39344,549,2.7,1731,67.5,61.2,73.7,2564.444444
TN,Tennessee,05-May-20,11785,59.6,19773.48993,632,3.2,1863,71.6,65.2,77.9,2601.955307
TN,Tennessee,06-May-20,11714,58.3,20092.62436,609,3,1840,71.1,65,77.3,2587.90436
TN,Tennessee,07-May-20,11604,57.9,20041.45078,663,3.3,1794,69.4,64.2,74.6,2585.014409
TN,Tennessee,08-May-20,11502,57.8,19899.65398,621,3.1,1759,68.2,62.8,73.5,2579.178886
TN,Tennessee,09-May-20,10707,55,19467.27273,560,2.9,1675,65.8,60,71.6,2545.592705
TN,Tennessee,10-May-20,10653,53.5,19912.14953,576,2.9,1659,64.6,58.8,70.4,2568.111455
TN,Tennessee,11-May-20,11211,56.3,19912.96625,652,3.3,1740,67.5,61.9,73.1,2577.777778
TN,Tennessee,12-May-20,11587,58.2,19908.93471,645,3.2,1752,67.9,62.1,73.6,2580.265096
TN,Tennessee,13-May-20,11756,59.7,19691.79229,518,2.6,1740,68.9,63.4,74.3,2525.399129
TN,Tennessee,14-May-20,11675,59.2,19721.28378,544,2.8,1729,68.5,62.2,74.8,2524.087591
TN,Tennessee,15-May-20,11428,58.2,19635.73883,536,2.7,1742,70.1,64.1,76,2485.021398
TN,Tennessee,16-May-20,11002,56.1,19611.4082,501,2.6,1692,68,62.2,73.9,2488.235294
TN,Tennessee,17-May-20,10691,54.5,19616.51376,501,2.6,1684,66.7,60.1,73.3,2524.737631
TN,Tennessee,18-May-20,11082,56.2,19718.86121,560,2.8,1695,66.7,60.7,72.7,2541.229385
TN,Tennessee,19-May-20,11839,60.1,19698.83527,559,2.8,1790,70.4,64.7,76.2,2542.613636
TN,Tennessee,20-May-20,12027,61.6,19524.35065,549,2.8,1723,71,65.8,76.2,2426.760563
TN,Tennessee,21-May-20,12012,61.5,19531.70732,520,2.7,1695,69.7,64.5,74.9,2431.850789
TN,Tennessee,22-May-20,12159,61.5,19770.73171,508,2.6,1706,69.7,64.2,75.1,2447.632712
TN,Tennessee,23-May-20,11277,58.3,19343.05317,465,2.4,1633,68.3,62.5,74,2390.922401
TN,Tennessee,24-May-20,10887,56,19441.07143,464,2.4,1603,67.2,61.6,72.7,2385.416667
TN,Tennessee,25-May-20,10598,55.5,19095.4955,470,2.5,1526,65,59.2,70.8,2347.692308
TN,Tennessee,26-May-20,10919,57.8,18891.00346,446,2.4,1541,68,63,73.1,2266.176471
TN,Tennessee,27-May-20,11279,60.4,18673.84106,526,2.8,1641,71.5,66.6,76.5,2295.104895
TN,Tennessee,28-May-20,11820,62.1,19033.81643,494,2.6,1779,74.6,69.2,80,2384.718499
TN,Tennessee,29-May-20,12097,63,19201.5873,445,2.3,1725,73.3,68.7,78,2353.342428
TN,Tennessee,30-May-20,11392,59.4,19178.45118,421,2.2,1691,72.4,67,77.8,2335.635359
TN,Tennessee,31-May-20,10609,56.7,18710.75838,403,2.2,1556,68.7,64,73.5,2264.919942
TN,Tennessee,01-Jun-20,11023,59.1,18651.43824,440,2.4,1579,69.4,64.8,74,2275.216138
TN,Tennessee,02-Jun-20,10968,61.2,17921.56863,466,2.6,1349,75.4,69.8,81,1789.124668
TN,Tennessee,03-Jun-20,11084,61.6,17993.50649,433,2.4,1304,73.9,67.9,79.9,1764.546685
TN,Tennessee,04-Jun-20,11045,61,18106.55738,470,2.6,1322,71.9,64.9,78.9,1838.664812
TN,Tennessee,05-Jun-20,12311,62.8,19603.50318,489,2.5,1899,72.1,67.3,76.9,2633.841886
TN,Tennessee,06-Jun-20,11833,60.7,19494.23394,521,2.7,1859,70.6,65.4,75.7,2633.144476
TN,Tennessee,07-Jun-20,11524,59.2,19466.21622,577,3,1821,69.1,63.6,74.7,2635.311143
TN,Tennessee,08-Jun-20,11687,60.5,19317.35537,578,3,1776,67.1,60.4,73.8,2646.795827
TN,Tennessee,09-Jun-20,12293,62.9,19543.72019,570,2.9,1881,71.5,64.9,78,2630.769231
TN,Tennessee,10-Jun-20,12415,65.7,18896.49924,563,3,1843,73.5,66.6,80.4,2507.482993
TN,Tennessee,11-Jun-20,12522,65.3,19176.11026,614,3.2,1656,73.1,63.9,82.3,2265.389877
TN,Tennessee,12-Jun-20,12475,64.3,19401.24417,555,2.9,1946,73.1,66.3,80,2662.106703
TN,Tennessee,13-Jun-20,11826,61.2,19323.52941,547,2.8,1804,68.4,61.7,75.1,2637.426901
